Text,Emotion
"what doesn't kill me makes me stronger and with what I've been through, I'm the strongest fucking bitch you will ever meet.",Angry
"Don't u just love when people post things on their page about u? Why don't u just grow a set of balls, and post it on MY page?",Angry
"Has had my kindness mistaken for weakness for the last time. Anyone willing to challenge that, try me. You won't like the new me and I could care less!!!",Angry
"Isn't it funny how some people throw the word love around like chocolate sprinkles, but give them a chance to show it, and the sprinkles are just turds.",Angry
You can't break what's already been shattered.,Angry
"Is so tired of listening to peoples bullshit, so I am permanently off line go find someone else to listen to you bull crap",Angry
"Fuck it I'm done, tired of being ridiculed, kicked and stepped on, moving on and not getting close to anyone anymore!",Angry
I'm not afraid of death; I just don't want to be there when it happens,Fear
Do one thing every day that scares you,Fear
There is only one thing that makes a dream impossible to achieve: the fear of failure,Fear
"Bran thought about it. 'Can a man still be brave if he's afraid?' 'That is the only time a man can be brave,' his father told him.",Fear
"There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.",Fear
Fear doesn't shut you down; it wakes you up,Fear
Fear cuts deeper than swords.,Fear
Fear of a name increases fear of the thing itself.,Fear
Don't be afraid of your fears. They're not there to scare you. They're there to let you know that something is worth it.,Fear
There is a stubbornness about me that never can bear to be frightened at the will of others. My courage always rises at every attempt to intimidate me.,Fear
"Tell your heart that the fear of suffering is worse than the suffering itself. And that no heart has ever suffered when it goes in search of its dreams, because every second of the search is a second's encounter with God and with eternity",Fear
We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.,Fear
Have no fear of perfection - you'll never reach it.,Fear
"Expose yourself to your deepest fear; after that, fear has no power, and the fear of freedom shrinks and vanishes. You are free.",Fear
Scared is what you're feeling. Brave is what you're doing.,Fear
"It's the questions we can't answer that teach us the most. They teach us how to think. If you give a man an answer, all he gains is a little fact. But give him a question and he'll look for his own answers.",Fear
Do not be afraid; our fate Cannot be taken from us; it is a gift.,Fear
"Don't give in to your fears. If you do, you won't be able to talk to your heart.",Fear
"I don’t trust anybody. Not anybody. And the more that I care about someone, the more sure I am they’re going to get tired of me and take off.",Fear
"I learned that courage was not the absence of fear, but the triumph over it. The brave man is not he who does not feel afraid, but he who conquers that fear.",Fear
No one ever told me that grief felt so like fear.,Fear
"I imagine one of the reasons people cling to their hates so stubbornly is because they sense, once hate is gone, they will be forced to deal with pain.",Fear
Fear is a phoenix. You can watch it burn a thousand times and still it will return.,Fear
"Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less.",Fear
Men go to far greater lengths to avoid what they fear than to obtain what they desire.,Fear
I have accepted fear as part of life – specifically the fear of change... I have gone ahead despite the pounding in the heart that says: turn back.,Fear
"What do you fear, lady?"" [Aragorn] asked.",Fear
"""A cage,"" [Éowyn] said. ""To stay behind bars, until use and old age accept them, and all chance of doing great deeds is gone beyond recall or desire.",Fear
"We are all the pieces of what we remember. We hold in ourselves the hopes and fears of those who love us. As long as there is love and memory, there is no true loss.",Fear
A man that flies from his fear may find that he has only taken a short cut to meet it.,Fear
"I wonder if fears ever really go away, or if they just lose their power over us.",Fear
"Most people do not really want freedom, because freedom involves responsibility, and most people are frightened of responsibility.",Fear
I’m intimidated by the fear of being average.,Fear
"I believe that words are strong, that they can overwhelm what we fear when fear seems more awful than life is good.",Fear
"It is not death that a man should fear, but he should fear never beginning to live.",Fear
"The moment we begin to fear the opinions of others and hesitate to tell the truth that is in us, and from motives of policy are silent when we should speak, the divine floods of light and life no longer flow into our souls.",Fear
"How much I missed, simply because I was afraid of missing it.",Fear
The only thing we have to fear is fear itself.,Fear
Without fear there cannot be courage.,Fear
Laughter is poison to fear.,Fear
"Books are finite, sexual encounters are finite, but the desire to read and to fuck is infinite; it surpasses our own deaths, our fears, our hopes for peace.",Fear
The cave you fear to enter holds the treasure you seek.,Fear
He who has overcome his fears will truly be free.,Fear
Always do what you're afraid to do.,Fear
"When I dare to be powerful, to use my strength in the service of my vision, then it becomes less and less important whether I am afraid.",Fear
"The human race is a monotonous affair. Most people spend the greatest part of their time working in order to live, and what little freedom remains so fills them with fear that they seek out any and every means to be rid of it.",Fear
"That is the fear: I have lost something important, and I cannot find it, and I need it. It is fear like if someone lost his glasses and went to the glasses store and they told him that the world had run out of glasses and he would just have to do without.",Fear
"We meet fear. We greet the unexpected visitor and listen to what he has to tell us. When fear arrives, something is about to happen.",Fear
Here is the world. Beautiful and terrible things will happen. Don't be afraid.,Fear
"Because fear kills everything,"" Mo had once told her. ""Your mind, your heart, your imagination.",Fear
"Keep your fears to yourself, but share your courage with others.",Fear
"There are two kinds of fears: rational and irrational- or in simpler terms, fears that make sense and fears that don't.",Fear
Find out what you're afraid of and go live there.,Fear
"There's no shame in fear, my father told me, what matters is how we face it.",Fear
In time we hate that which we often fear.,Fear
Our greatest fear should not be of failure but of succeeding at things in life that don't really matter.,Fear
Nothing in life is to be feared. It is only to be understood.,Fear
Cherish those who seek the truth but beware of those who find it.,Fear
It's better to die laughing than to live each moment in fear.,Fear
"Don't fear failure. — Not failure, but low aim, is the crime. In great attempts it is glorious even to fail.",Fear
The man who fears losing has already lost.,Fear
"I am afraid. Not of life, or death, or nothingness, but of wasting it as if I had never been.",Fear
"Fear is the main source of superstition, and one of the main sources of cruelty. To conquer fear is the beginning of wisdom.",Fear
"I am all in a sea of wonders. I doubt; I fear; I think strange things, which I dare not confess to my own soul.",Fear
What you fear most of all is —fear. Very wise.,Fear
"He who fears he shall suffer, already suffers what he fears.",Fear
He is terribly afraid of dying because he hasn’t yet lived.,Fear
You can't make decisions based on fear and the possibility of what might happen.,Fear
Only priests and fools are fearless and I've never been on the best of terms with God.,Fear
"Take it from me: If you hear the past speaking to you, feel it tugging up your back and runing its fingers up your spine, the best thing to do-the only thing-is run.",Fear
Power does not corrupt. Fear corrupts... perhaps the fear of a loss of power.,Fear
Don't be afraid of being scared. To be afraid is a sign of common sense. Only complete idiots are not afraid of anything.,Fear
"People are supposed to fear the unknown, but ignorance is bliss when knowledge is so damn frightening.",Fear
Courage is knowing what not to fear.,Fear
The more the merrier. ,joy
"The person who gets stuck on petty happiness, will not attain great happiness. -- Tibetan (on joy and sorrow)",joy
Virtue and happiness are mother and daughter.,joy
"They say a person needs just three things to be truly happy in this world: someone to love, something to do, and something to hope for.",joy
The most wasted of all days is one without laughter.,joy
"Laughter is wine for the soul - laughter soft, or loud and deep, tinged through with seriousness - the hilarious declaration made by man that life is worth living",joy
To get the full value of joy you must have someone to divide it with.,joy
Joy is what happens to us when we allow ourselves to recognize how good things really are.,joy
"Find a place inside where there's joy, and the joy will burn out the pain. ",joy
"We are shaped by our thoughts; we become what we think. When the mind is pure, joy follows like a shadow that never leaves.",joy
"The joy of life comes from our encounters with new experiences, and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun. ",joy
"Focus on the journey, not the destination. Joy is found not in finishing an activity but in doing it.",joy
The walls we build around us to keep sadness out also keeps out the joy. ,joy
I define joy as a sustained sense of well-being and internal peace - a connection to what matters.,joy
"When you wish someone joy, you wish them peace, love, prosperity, happiness - all the good things. ",joy
"If I keep a green bough in my heart, the singing bird will come.",joy
The pleasantest things in the world are pleasant thoughts: and the great art of life is to have as many of them as possible.,joy
"Happiness comes of the capacity to feel deeply, to enjoy simply, to think freely, to risk life, to be needed. ",joy
We either make ourselves happy or miserable. The amount of work is the same.,joy
Resolve to keep happy and your joy and you shall form an invincible host against difficulties.,joy
Joy does not simply happen to us. We have to choose joy and keep choosing it every day. ,joy
"Happiness does not depend on outward things, but on the way we see them. ",joy
The art of being happy lies in the power of extracting happiness from common things. ,joy
Tranquil pleasures last the longest; we are not fitted to bear the burden of great joys.,joy
"If we try hard to bring happiness to others, we cannot stop it from coming to us also. To get joy, we must give it, and to keep joy, we must scatter it. ",joy
"When we are centered in joy, we attain our wisdom.",joy
You have to sniff out joy. Keep your nose to the joy trail.,joy
Joy is not in things; it is in us. ,joy
"Joy descends gently upon us like the evening dew, and does not patter down like a hailstorm.",joy
The only joy in the world is to begin.,joy
Short is the joy that guilty pleasure brings.,joy
Joy is not a commodity to be hoarded and protected. It is like a muscle. It must be used daily to keep strong and vigorous.,joy
The joy of a spirit is the measure of its power. -,joy
The joy of a spirit is the measure of its power. -,joy
"Who is the happiest of men? He who values the merits of others, and in their pleasure takes joy, even as though t'were his own.",joy
"Joy lies in the fight, in the attempt, in the suffering involved, not in the victory itself.",joy
"People come and go, pain comes and goes. But so does joy. And if our hearts are closed because we don't want to suffer, they won't be open enough to recognize the joy as it flies by.",joy
"Optimists find joy in small things. They enjoy sunsets, a good conversation with a close friend; and they enjoy life in general. They are more concerned with having many small joys rather than having one huge joy.",Joy
A sad soul can kill quicker than a poison.,Sadness
"I act like I don’t care, but deep inside, it hurts",Sadness
"204 countries, 805 Islands, 7 seas, 7+ Billion people and I’m lonely!",Sadness
"I only wanted you to love me. I needed you to give me a try, not to hurt me so bad and make me cry.",Sadness
You know it hurts me but you do it anyway.,Sadness
But they all didn’t see the little bit of sadness in me.,Sadness
A million words wouldn’t bring you back. I know because I tried. Neither would a million tears bring you to your Senses. I know because I’ve cried.,Sadness
Do you know what’s sad? It is when you have no one but your pillow to lay your head on when you cry.,Sadness
Things are not the way they seem. Many things are pretty and desirable but come with their own pay.,Sadness
"The person you care for the most, is the person you’ll let hurt you the most.",Sadness
Truth is everybody is going to hurt you: you just gotta find the ones worth suffering for.,Sadness
It is not the pain. It’s who it came from.,Sadness
My biggest mistake is thinking that people care for me as much as I do for them.,Sadness
"People cry not because they are weak, It’s because they’ve been strong for too long.",Sadness
From the outside I’m smiling but it doesn’t mean I’m Happy,Sadness
To hurt is as human as to breathe.,Sadness
"Walking on rocks, hurts. Walking on glass, cuts. Walking on hot coals, burns. Walking on someone’s heart kills.",Sadness
"It hurts if someone tells you they don’t want you, but it hurts more if they don’t tell you.",Sadness
"If you give up on me, I’m going to give up on me too.",Sadness
"Hurt. I’m fucking hurt. And don’t act as you care. Because if you did, you wouldn’t have done what you did.",Sadness
You will never know the power of yourself until someone hurts you badly.,Sadness
"The pain started years ago, but I’d lived with it for so long at that point that I’d accepted it as an inevitable part of me.",Sadness
You may not be pushing me away but you’re not fighting to keep me either.,Sadness
"I’m not mad, I’m just sad. I’m not angry, I’m just gloomy. I’m not worrying, I’m just crying.",Sadness
"If a man wants you, nothing can keep him away. If he doesn’t want you, nothing can make him stay.",Sadness
"You begged for it, You said you needed it, You had it, You broke it and lost it forever.",Sadness
"People say I am so pretty, BUT I’m just a girl who has hid her tears and anger to make other people happy.",Sadness
"It’s all because of you, my heart was taken by You & Now, it’s in pieces because of you.",Sadness
Nothing hurts more than realizing he meant everything to you and you meant nothing to him.,Sadness
I wish I could give you my pain just for one moment. Not to hurt you but rather so you can finally understand how much you hurt me.,Sadness
"When you’ve been strong for so long, sometimes you just need time to be alone and let your tears out.",Sadness
I know my silence and my tears will heal my pain.,Sadness
The most painfull Moment are those which were never said and never explained.,Sadness
It’s sad to be happy alone in Life.,Sadness
One Of The Difficult Things In Life Is Having The Words In Your Heart That You Can Not Speak to anyone.,Sadness
"No one wants to be hurt or played, but you have to go through a few losers before you find someone worth keeping.",Sadness
I hate missing someone and not being able to do anything about it.,Sadness
My silence is just another word for my PAIN.,Sadness
Sometimes it’s better to be alone. Nobody can hurt you in life!,Sadness
My mind screams ‘let go!’ but my heart doesn’t want to admit defeat and let this feeling show.,Sadness
The most painful memory is that.. when I walked away and you let me go.,Sadness
I hope you’ll realize how much you’re hurting me someday.,Sadness
"If you give up on me, I’m going to give up on me too..",Sadness
Your first love isn’t the first person you give your heart to- it’s the first one who beaks it.,Sadness
"Some people think I’m depressed, but I’m really just a realist in a world that’s depressing.",Sadness
"It hurts that I cry over you and what you feel. But you don’t care about me, not even for a second.",Sadness
You’ll never understand because you never know what you have until you lose it.,Sadness
You’re better off being alone than being with someone who makes you feel like you’re alone.,Sadness
It hurts when you have someone in your heart but can’t have in your arms.,Sadness
"I’m sad, hurt, angry, mad, and disappointed. But you know what? I’ll put on a smile and move on. It will hurt but I will survive.",Sadness
"A beautiful girl with gorgeous EYES, a hidden world of HURT and LIES.",Sadness
"It’s never the tear that measures the PAIN, sometimes its the SMILE we fake.",Sadness
"I tried to forget you, but the harder I tried, the more I thought about you.",Sadness
"But if I speak, my pain is not relieved, and if I refrain from speaking- how much of it goes away?",Sadness
Never give up on someone you can’t spend a day not thinking about.,Sadness
"This is the problem with getting attached to someone. When they leave, you just feel lost.",Sadness
"I’m leaving for our own Good, Now I am happy, how about you?",Sadness
The emotion that can break your heart is sometimes the very one that heals it.,Sadness
"Loneliness doesn’t KILL, but sometimes I wish it DID.",Sadness
Some say it’s painful to wait for someone. Some say it’s painful to forget someone. But the worst pain comes when you don’t know whether to wait or forget.,Sadness
"I want you to be FREE, but I can’t watch you SOAR away from me.",Sadness
Never allow someone to be your priority while allowing yourself to be their option.,Sadness
I just want to fall asleep until I don’t miss you anymore.,Sadness
Shame is a soul eating emotion.,Shame
Shame corrodes the very part of us that believes we are capable of change.,Shame
"If a woman sleeps alone it puts a shame on all men. God has a very big heart, but there is one sin He will not forgive. If a woman calls a man to her bed and he will not go.",Shame
"Heaven knows we need never be ashamed of our tears, for they are rain upon the blinding dust of earth, overlying our hard hearts. I was better after I had cried, than before--more sorry, more aware of my own ingratitude, more gentle.",Shame
We need never be ashamed of our tears.,Shame
"The mistake ninety-nine percent of humanity made, as far as Fats could see, was being ashamed of what they were; lying about it, trying to be somebody else.",Shame
You’re not weak because you can’t read. You’re weak because you’re afraid of people seeing your weakness. You’re letting shame decide who you are.,Shame
Shame is always easier to handle if you have someone to share it with.,Shame
"We cannot grow when we are in shame, and we can't use shame to change ourselves or others.",Shame
"If people try to judge you or shame you for doing safe, consensual things that make you happy, I can guarantee you they're bad people.",Shame
The man who is most aggressive in teaching tolerance is the most intolerant of all: he wants a world full of people too timid and ashamed to really disagree with anything.,Shame
"Pride is not the opposite of shame, but it's source. True humility is the only antidote to shame.",Shame
"Does a rake deserve to possess anything of worth, since he chases everything in skirts and then imagines he can successfully hide his shame by slandering [women in general]?",Shame
"If you can do nothing else, do whatever is in your power to make the people in your life feel completely unashamed of who they are.",Shame
"The moment you have to recruit people to put another person down, in order to convince someone of your value is the day you dishonor your children, your parents and your God. If someone doesn't see your worth the problem is them, not people outside your relationship",Shame
"You see, this happened a few months ago, but it's still going on right now, and it ought to make us feel ashamed when we talk like we know what we're talking about when we talk about love.",Shame
Why does shame and self-loathing become cruelty to the innocent ?,Shame
"I was still searching for someone to blame for my suffering. I really wanted someone to transfer my hate to, so that I could stop hating myself.",Shame
It's a shame there has to be a tragedy before the best in people will finally shine.,Shame
"Perfectionism sucks the air out of your uniqueness and leaves you empty, away from who you could become.",Shame
I will put up with any mockery rather than pretend that I am satisfied when I am hungry.,Shame
Among the problems with shame was that it in fact did not make you shorter or quieter or less visible. You just felt like you were.,Shame
"Easily mistaken, it is not about a love for adversity, it is about knowing a strength and a faith so great that adversity, in all its adverse manifestations, hardly even exists.",Shame
"The most paradoxical aspect of neurotic shame is that it is the core motivator of the superachieved and the underachieved, the star and the scapegoat, the righteous and the wretched, the powerful and the pathetic.",Shame
I must fight with my weapons. Not his. Not selfishness and brutality and shame and resentment.,Shame
"From infancy on, we are all spies; the shame is not this but that the secrets to be discovered are so paltry and few. ",Shame
"I drew it over my skin like a violins bow, No one would ever hear the song of my shame.",Shame
"She hugged me and I could feel the heat rise in my face, either from shame or love, like there was a difference.",Shame
"Abuse is a parasite that feeds off hate and shame, growing in size and strength with silence.",Shame
"Sometimes the shame is not the beatings, not the rape.",Shame
The shaming is in being asked to stand judgment.,Shame
"Shame ain't black, like dirt, like I always thought it was. Shame be the color of a new white uniform your mother ironed all night to pay for, white without a smudge or a speck a work-dirt on it.",Shame
"Guilt, of course, is feeling bad about one's actions, but shame is feeling bad about oneself.",Shame
Cats have no guilt and very little shame.,Shame
Shame I do feel. And I know there is something all wrong about me—believe me. Sometimes I shock myself.,Shame
It is such an uncomfortable feeling to know one is a fool,Shame
"Jung observed that everyone has a pathological secret, something so scary, so shameful perhaps, so humiliating, that one will protect it nearly any cost.",Shame
"Guilt, she’d explained, was useful because a person could learn from it and do the right thing next time. Shame, on the other hand, was useless,",Shame
I suppose that a lifetime spent hiding one's erotic truth could have a cumulative renunciatory effect. Sexual shame is in itself a kind of death.,Shame
"It’s good to feel foolish sometimes, Fjerdan.”“You only say that because you have no shame.",Shame
How can the intensity of this shame be understood by those who have never experienced it? How can they understand the strength of the motivations produced by the desire to escape from it?,Shame
"When you die, do you want to feel ashamed of what you've done with your life? Feel ashamed of what your life meant?",Shame
"I truly believe I am not afraid of death. What I shrink from, I believe, is the shame of dying as stupid and befuddled as I am.",Shame
The woman I loved died because I did not love her enough - what greater sin is there than that?,Shame
"To reprove a harm-doer, put him to shame by doing a good deed in return.",Shame
It was a shameful thing that she had nothing of which to be ashamed.,Shame
"Why, Andrew, why would it irritate me? Do you think that being loved by you is something to be ashamed of? I don't.",Shame
"Looks like it’s game time,” Shame said. “Beautiful day for some ass kicking, don’t you think?",Shame
"It's shame that gets us killed. Shame is the anchor, the heaviest burden to carry from the battlefield. Fortunately shame was an affliction I'd never suffered from.",Shame
"Do I have YOUR permission to be a Supernatural God? If I want to open heaven, and in a moment in time, touch the heart of a daughter and supernaturally break all the darkness, shame, and torment in her life, MAY I DO THAT?",Shame
Maybe what shame needs to stay alive is the consent of the shamed.,Shame
"Elle se sentait en même temps indignée contre tous ses voisins, et humiliée d'avoir cedé, souillée par les baisers de ce Prussien entre les bras duquel on l'avait hypocritement jetée.",Shame
"We’re animals. No shame, no guilt - no sin",Shame
I can always tell about the health of a culture of an organization by how much gossiping is happening”,Shame
Grace is the only thing in the world that is stronger than shame.,Shame
For the instinct of imitation and absence of courage govern society and the mob alike.,Shame
One should never conceal their path to the field from their source.,Shame
"If you are ashamed of your stupidity, you may be very wise.",Shame
The abandonment I suffered from my parents created a neural pathway that sends me into massive self-victimization.,Shame
"It takes very little to be proud, but huge effort to be ashamed",Shame
"If we could know the nature of our fear and where it originates, maybe we could stop shaming ourselves for being afraid and find a way forward.",Shame
Shame doesn't affect the shameless ones.,Shame
Honor and shame from no condition rise. Act well your part: there all the honor lies.,Shame
"Pride and shame both are clothes. Lions wear no clothes. They are neither proud nor ashamed of who they are. That's why they look powerful. Pride shows weakness, not strength.",Shame
I have scars. They are not ugly. There is no need for shame. My scars are part of my story.,Shame
I will not be guilted or shamed into being something I am not.,Shame
"If the goal is freedom, be prepared to fight battles you didn't ask for. If the goal is authenticity, be prepared to confront shame that wasn't yours to carry.",Shame
"Having no shame in doing bad things, might lead you into having no future. It doesn't mean you are confident , when you are proud in doing bad things.",Shame
Your fear and you hid behind me and tried to make me feel it was mine! I am Free and you are exposed for the coward you are.,Shame
A nation's customs are its shame.,Shame
No one wants to tell the tale of being robbed by an old woman whose locomotion is assisted by hand-carved staff.,Shame
"Our worth is inherent, and; therefore, is never on the negotiation table.",Shame
"Enemies are enemies, but no one can shame you like your own family.",Shame
"I have laboured carefully, not to mock, lament, or execrate human actions, but to understand them.",Shame
"The idea of bringing someone into the world fills me with horror. I would curse myself if I were a father. A son of mine! Oh no, no, no! May my entire flesh perish and may I transmit to no one the aggravations and the disgrace of existence.",Disgust
At the end of the day your ability to connect with your readers comes down to how you make them feel.,Disgust
"The old endless chain of love, tolerance, indifference, aversion and disgust",Disgust
Try this for deviancy: fabricants are mirrors held up to purebloods' conscience; what purebloods see reflected there sickens them. So they blame you for holding the mirror.I hid my shock by asking when purebloods might blame themselves.,Disgust
"I am hard to disgust, but a pretentious poet can do it",Disgust
"No, no, don't let my vulnerable heart share in this sacrifice to lust! Let him disgust me before pleasing me! Let him be what others have been, an instrument that I can break before becoming the echoes of its vibration.",Disgust
I had forgotten. Disgust shadows desire. Another life is never safely envied.,Disgust
Sadness is the ambrosia of all art.,Disgust
Every word that is spoken and sung here (the Cabaret Voltaire) represents at least this one thing: that this humiliating age has not succeeded in winning our respect.,Disgust
I can hardly forbear hurling things at him.,Disgust
"Sex. You can't lie to yourself sexually. If you don't want it, it's the most disgusting thing in the world.",Disgust
"The sexual act of coitus and the body parts employed for it are so repulsive that, if it were not for the beauty of the faces and the adornment of the actors and the pent-up impulse, nature would lose the human species.",Disgust
All those big words produce disgust today.,Disgust
Ew. What? No.,Disgust
"When you love someone, you end up caring about each and every person they love. When you hate someone, you end up caring about every single person who hates them.",Disgust
People who take you for granted would be mad at those who regard you as something.,Disgust
"He was so full of disgust, disgust at the world and at himself, that he could not weep.",Disgust
There probably was a time when the idea of having a toilet inside a house was repulsive.,Disgust
If you introduce the human figure you at once arouse either disgust or desire.,Disgust
"Revolting. If women were so careless to become pregnant at such a time, let women sort it out.",Disgust
"He let Julius go. There was beginning to rise in him a feeling of profound disgust--a kind of hatred almost, of himself, of Julius, of everything.",Disgust
Laughter looks so disgusting sometimes.,Disgust
"Mind is greedy. When you sense the benefits with people who previously thought rubbish about you, the mind forgoes those thoughts and inclines toward those people only to gain optimal benefits.",Disgust
"There had been a time in Godfrey's life when, had she stood before him in all her splendor, he would have turned from her, because of her history, with a sad disgust. Was he less pure now? He was more pure, for he was humbler.",Disgust
I'm angry at this whole damn society. I despise this culture filled with mass produced pornography. I'm proud of myself for not engaging myself with that grotesque product. I'm disgusted at the idea that it's a product to begin with.,Disgust
"If someone calls you disgusting, they are lusting. It creates an energetic cord of control, which steals power, gifts, money, reputation, and free will choice from you. Drop the parasites.",Disgust
"Disgust is a learned behaviour that finds fertile soil in ignorance, yielding a bountiful harvest of alienation, oppression, and hate.",Disgust
Today we recognize that the emotion of disgust evolved as an unconscious defense against biological contamination.,Disgust
Love is a disease.,Disgust
"I used to think that size does not count, until I realized that most people either find other people’s faeces more disgusting than a bird’s droppings, or they do not find the latter disgusting at all.",Disgust
Disgust influences trust.,Disgust
"I have neither curiosity, interest, pain nor pleasure, in anything, good or evil, they can say of me. I feel only a slight disgust, and a sort of wonder that they presume to write my name.",Disgust
"And he wallowed in disgust and loathing, and his hair stood on end at the delicious horror.",Disgust
"Dad scowls. ""Phen."" He says the name like it's a swear word. ""Disgusting, cowardly creatures, the ambivalent. Worse than the fallen, in many ways."" His eyes are so fierce it's a tad scary. ""They have no conviction at all.",Disgust
"I asked God ""Why, why, why?"" I turned my face away and wished that I were imagining it all. I had tasted the bitterest essence of war, the sight of helpless comrades being slaughtered, and it filled me with disgust.",Disgust
Disgusting are not men but their behaviours.,Disgust
I have died every day in my mind with disgust for not being able to protect my own children.,Disgust
"You're cooking"", said Elizabeth, and each word came out of her mouth as if it was ashamed of being in the room with the others, ""bunny soup.",Disgust
"Mrs. Sliderskew was in an ecstasy of delight, rolling her head about, drawing up her skinny shoulders, and wrinkling her cadaverous face into so many and such complicated forms of ugliness, as awakened the unbounded astonishment and disgust even of Mr. Squeers.",Disgust
"The silence was pregnant with noise, with muted fury, with questions the father found too disgusting to frame and with answers to which the son was incapable of giving voice.",Disgust
The part of her that should have been disgusted was numb.,Disgust
"It's a pity. I don't know who he is to you... But you are disgusting. To claim you fight for his honor, when all you do is bring shame to his name.",Disgust
"If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality.",Neutral
Do your little bit of good where you are; it's those little bits of good put together that overwhelm the world.,Neutral
"My humanity is bound up in yours, for we can only be human together.",Neutral
"God's dream is that you and I and all of us will realize that we are family, that we are made for togetherness, for goodness, and for compassion.",Neutral
